latitude_bin,longitude_bin,type,subtype,updated_type,updated_subtype,updated_subsubtype,alert_count
41.990000,-87.700000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,42
41.900000,-87.630000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,42
41.950000,-87.740000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,41
41.950000,-87.890000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,41
41.890000,-87.620000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,41
41.980000,-87.820000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,41
41.930000,-87.710000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,41
41.650000,-87.590000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,41
41.770000,-87.570000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,41
41.930000,-87.760000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,41
41.730000,-87.720000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,41
41.940000,-87.750000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,41
41.760000,-87.690000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,41
41.930000,-87.730000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,41
41.740000,-87.590000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,41
41.820000,-87.610000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,41
41.700000,-87.600000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41
41.980000,-87.700000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,41
41.880000,-87.690000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41
41.840000,-87.690000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,41
41.990000,-87.780000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,41
41.990000,-87.730000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,41
41.930000,-87.840000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,41
41.860000,-87.680000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,41
41.850000,-87.640000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,41
41.930000,-87.690000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41
41.840000,-87.700000,JAM,Unclassified,Jam,Unclassified,Unclassified,41
41.720000,-87.650000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,41
41.860000,-87.650000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,41
41.900000,-87.770000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,41
41.860000,-87.730000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,41
41.890000,-87.650000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,41
41.960000,-87.890000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,41
41.940000,-87.680000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,41
41.820000,-87.640000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,41
41.800000,-87.590000,JAM,Unclassified,Jam,Unclassified,Unclassified,40
41.920000,-87.800000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,40
41.850000,-87.720000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,40
41.820000,-87.740000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,40
41.790000,-87.690000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,40
41.770000,-87.580000,JAM,Unclassified,Jam,Unclassified,Unclassified,40
41.820000,-87.730000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,40
41.790000,-87.770000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,40
41.950000,-87.730000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,40
41.830000,-87.650000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,40
41.930000,-87.640000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,40
41.830000,-87.710000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,40
41.980000,-87.720000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,40
41.820000,-87.640000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,40
41.980000,-87.760000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,40
41.660000,-87.590000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,40
41.920000,-87.740000,JAM,Unclassified,Jam,Unclassified,Unclassified,40
41.960000,-87.660000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,40
41.960000,-87.650000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,40
41.820000,-87.680000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,40
41.710000,-87.590000,JAM,Unclassified,Jam,Unclassified,Unclassified,40
41.840000,-87.630000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,40
41.970000,-87.670000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,40
41.790000,-87.590000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,40
41.740000,-87.630000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,40
41.710000,-87.600000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,40
41.910000,-87.700000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,40
41.910000,-87.670000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,40
41.790000,-87.610000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,40
41.710000,-87.680000,JAM,Unclassified,Jam,Unclassified,Unclassified,40
41.980000,-87.880000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,40
41.800000,-87.750000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,40
41.860000,-87.650000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,40
41.800000,-87.710000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,40
41.930000,-87.760000,JAM,Unclassified,Jam,Unclassified,Unclassified,40
41.770000,-87.620000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,40
41.860000,-87.690000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,40
41.940000,-87.690000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,40
41.920000,-87.680000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,39
41.920000,-87.740000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.710000,-87.630000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,39
41.840000,-87.650000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,39
41.960000,-87.710000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.710000,-87.660000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
41.900000,-87.620000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,39
41.800000,-87.730000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,39
41.670000,-87.610000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,39
41.970000,-87.670000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,39
41.780000,-87.740000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
41.810000,-87.600000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,39
41.950000,-87.740000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,39
41.970000,-87.740000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,39
41.870000,-87.650000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,39
41.820000,-87.690000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.810000,-87.690000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,39
41.990000,-87.660000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,39
41.750000,-87.710000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
41.980000,-87.710000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,39
41.970000,-87.900000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
41.980000,-87.790000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,39
41.840000,-87.640000,JAM,JAM_MODERATE_TRAFFIC,Jam,Traffic,Moderate,39
41.770000,-87.730000,JAM,Unclassified,Jam,Unclassified,Unclassified,39
41.950000,-87.720000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,39
41.910000,-87.800000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,39
41.980000,-87.880000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.970000,-87.720000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.920000,-87.790000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,39
41.670000,-87.610000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,39
41.970000,-87.700000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,39
41.970000,-87.660000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,39
41.820000,-87.670000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
41.940000,-87.700000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.900000,-87.750000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
41.820000,-87.710000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,39
41.880000,-87.710000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,39
41.980000,-87.900000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
42.000000,-87.670000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,39
41.880000,-87.670000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,39
42.000000,-87.670000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,39
41.860000,-87.640000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,39
41.980000,-87.880000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,39
41.980000,-87.750000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,39
41.810000,-87.740000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,39
41.850000,-87.710000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,39
41.810000,-87.750000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,39
41.880000,-87.640000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,39
41.970000,-87.700000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,39
41.970000,-87.730000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.770000,-87.580000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,39
41.830000,-87.620000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,39
41.890000,-87.620000,HAZARD,HAZARD_WEATHER_FOG,Hazard,Weather,Fog,39
41.850000,-87.680000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,39
41.940000,-87.660000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,39
41.770000,-87.750000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,38
41.840000,-87.680000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.950000,-87.760000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.870000,-87.640000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,38
41.940000,-87.720000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,38
41.990000,-87.670000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,38
41.780000,-87.610000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.790000,-87.710000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,38
41.740000,-87.720000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,38
41.930000,-87.810000,JAM,Unclassified,Jam,Unclassified,Unclassified,38
42.000000,-87.680000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,38
41.860000,-87.650000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,38
41.890000,-87.640000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,38
41.880000,-87.720000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,38
41.930000,-87.690000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,38
41.870000,-87.780000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,38
41.930000,-87.670000,ROAD_CLOSED,Unclassified,Road Closed,Unclassified,Unclassified,38
41.880000,-87.660000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,38
41.770000,-87.710000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,38
41.880000,-87.640000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,38
41.930000,-87.740000,JAM,Unclassified,Jam,Unclassified,Unclassified,38
41.770000,-87.670000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,38
41.930000,-87.670000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,38
41.860000,-87.670000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,38
41.930000,-87.840000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,38
41.870000,-87.780000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,38
41.870000,-87.680000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,38
41.770000,-87.620000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.850000,-87.650000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,38
41.910000,-87.750000,JAM,Unclassified,Jam,Unclassified,Unclassified,38
41.720000,-87.670000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,38
41.950000,-87.710000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.990000,-87.770000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,38
41.940000,-87.640000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,38
41.680000,-87.610000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,38
41.840000,-87.690000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,38
41.960000,-87.740000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.710000,-87.670000,JAM,Unclassified,Jam,Unclassified,Unclassified,38
41.760000,-87.570000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,38
41.920000,-87.760000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,38
41.900000,-87.690000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.910000,-87.690000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,38
41.980000,-87.720000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,38
41.990000,-87.660000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,38
41.900000,-87.760000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,38
42.000000,-87.770000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,38
41.840000,-87.690000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,38
41.910000,-87.640000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,38
41.760000,-87.620000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,38
41.780000,-87.630000,JAM,Unclassified,Jam,Unclassified,Unclassified,38
41.970000,-87.720000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,37
41.910000,-87.640000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,37
41.890000,-87.660000,HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On Road,Lane Closed,37
41.830000,-87.630000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,37
41.880000,-87.710000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,37
41.750000,-87.590000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,37
41.930000,-87.800000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,37
41.750000,-87.630000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,37
41.810000,-87.750000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,37
41.970000,-87.710000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,37
41.730000,-87.650000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.900000,-87.660000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,37
42.010000,-87.690000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,37
41.900000,-87.670000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,37
41.770000,-87.730000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,37
41.870000,-87.630000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.840000,-87.680000,HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,37
41.790000,-87.780000,JAM,Unclassified,Jam,Unclassified,Unclassified,37
41.900000,-87.760000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.980000,-87.830000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.990000,-87.740000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,37
41.780000,-87.740000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.900000,-87.750000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,37
41.950000,-87.750000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,37
41.770000,-87.740000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,37
41.900000,-87.630000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,37
41.730000,-87.730000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,37
41.790000,-87.790000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,37
41.970000,-87.650000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.800000,-87.800000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,37
42.010000,-87.670000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,37
41.840000,-87.660000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,37
41.810000,-87.690000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.760000,-87.690000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,37
41.910000,-87.710000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,37
41.890000,-87.690000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,37
41.740000,-87.580000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,37
41.890000,-87.740000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.810000,-87.690000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,37
41.670000,-87.610000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,37
41.730000,-87.570000,JAM,Unclassified,Jam,Unclassified,Unclassified,37
41.820000,-87.610000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,37
41.890000,-87.680000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,37
41.790000,-87.630000,JAM,Unclassified,Jam,Unclassified,Unclassified,37
41.870000,-87.780000,HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On Road,Object,37
41.790000,-87.690000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,36
41.940000,-87.640000,ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,36
41.870000,-87.650000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,36
41.930000,-87.680000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,36
41.790000,-87.640000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,36
41.940000,-87.750000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,36
41.820000,-87.640000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,36
42.010000,-87.670000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,36
42.000000,-87.820000,JAM,JAM_HEAVY_TRAFFIC,Jam,Traffic,Heavy,36
41.790000,-87.770000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,36
41.860000,-87.660000,JAM,Unclassified,Jam,Unclassified,Unclassified,36
41.840000,-87.620000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,36
41.820000,-87.710000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,36
41.860000,-87.660000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,36
41.900000,-87.750000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,36
41.830000,-87.610000,JAM,Unclassified,Jam,Unclassified,Unclassified,36
41.930000,-87.720000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,36
41.780000,-87.640000,HAZARD,Unclassified,Hazard,Unclassified,Unclassified,36
41.770000,-87.620000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,36
41.850000,-87.660000,HAZARD,HAZARD_ON_ROAD,Hazard,On Road,Unclassified,36
41.970000,-87.710000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,36
41.960000,-87.780000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,36
41.970000,-87.710000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,36
41.900000,-87.740000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,36
41.650000,-87.570000,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On Shoulder,Car Stopped,36
41.960000,-87.760000,HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On Road,Pot Hole,36
41.900000,-87.630000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,36
41.940000,-87.780000,JAM,Unclassified,Jam,Unclassified,Unclassified,36
41.880000,-87.670000,ROAD_CLOSED,ROAD_CLOSED_EVENT,Road Closed,Event,Unclassified,36
41.820000,-87.720000,ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Major,36
41.780000,-87.640000,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On Road,Car Stopped,36
41.810000,-87.730000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,36
41.910000,-87.750000,JAM,JAM_STAND_STILL_TRAFFIC,Jam,Traffic,Stand Still,36
41.840000,-87.680000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,36
41.770000,-87.790000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,36
41.860000,-87.720000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,36
41.920000,-87.690000,ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Minor,36
41.810000,-87.690000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,36
41.880000,-87.760000,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On Road,Construction,35
41.690000,-87.600000,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On Road,Emergency Vehicle,35
41.860000,-87.630000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,35
41.950000,-87.650000,HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On Road,Traffic Light Fault,35
